id,monday_id,campaign_name,company,status,budget,take_rate_pct,proposal_adjustments,seller_name,csm,list_builder,building_proposal_start,pending_approval_start,days_since_pending,risk_score,ai_insight,action_required,created_at,seller_sla,lb_sla,currency,proposal_delivery_date,audience_country,musical_genre,days_after_approved,Execution board start date
A803,803,"Yami Safdie ""Mas te vale""",Warner Regional Latam,Declined,10000,,,Steven Campos,,"camila.parra@influur.com, Andres Ignacio Gomez",2025-06-13,2025-06-13,,,,,2025-06-13,,,,2025-06-13,,,,
A847,847,"Calvin Harris ""Blessings"" US ONLY Phase 3 Proposal",Sony Music Entertainment UK Ltd.,Declined,15000,,,Justin Nho,,Juan Val,2025-06-13,2025-06-13,,,,,2025-06-13,,,,2025-06-13,,,,
A805,805,Lulu Is a Rhinoceros UGC Campaign,Lava Records,Declined,5000,,,Justin Nho,,Juan Val,2025-06-12,2025-06-13,,,,,2025-06-12,,,,2025-06-13,US,,,
A808,808,Akapellah - Miami Creators,Warner Music Latina Inc.,Declined,5000,,,Steven Campos,,"camila.parra@influur.com, Carolina Anaya",2025-06-11,2025-06-13,,,,,2025-06-11,,,,2025-06-13,US LATIN,,,
A811,811,"Yandel ""Replay"" - Square Houze",Warner Music Latina Inc.,Declined,5000,,,Steven Campos,,camila.parra@influur.com,2025-06-11,2025-06-13,,,,,2025-06-11,,,,2025-06-13,US LATIN,,,
A817,817,Influencer JG Music Confidencial,SONY MUSIC MEXICO,Declined,4200,,,Polina Andrieieva,,Juan Val,2025-06-16,2025-06-16,,,,,2025-06-16,,,,2025-06-16,MEX,Regional,,
A810,810,"Yami Safdie & Emilia ""+ te vale"" Mids",Warner Music Latina Inc.,Declined,5000,,,Steven Campos,,camila.parra@influur.com,2025-06-17,2025-06-17,,,,,2025-06-17,,,,2025-06-17,US LATIN,,,
A819,819,ROA.Young Miko- ME GUSTAS CC,Good Vibes Collective LLC,Declined,7000,,,Polina Andrieieva,,Juan Val,2025-06-17,2025-06-17,,,,,2025-06-17,,,,2025-06-17,"PR, LATAM",Urbano,,
A856,856,"Alice Phoebe Lou ""Witches"" IG Reels Campaign (US, FR, GER, DEN)",Nettwerk Music Group Inc,Declined,3000,,,Justin Nho,,Juan Meza,2025-06-12,2025-06-17,,,,,2025-06-12,,,,2025-06-17,,,,
A877,877,"Rondo da Sosa ""Livin"" US, UK, Canada, Caribbean Campaign",Roc Nation,Declined,7500,,,Justin Nho,,"maria.escobar@influur.com, Andres Ignacio Gomez, Carolina Anaya",2025-06-18,2025-06-18,,,,,2025-06-18,,,,2025-06-18,"US LATIN, CARIBBEAN, US",,,
A822,822,"Russell Dickerson ""Triple Tigers""",Triple Tigers / Sony Music:,Declined,50000,,1,Justin Nho,,"Juan Meza, Carolina Anaya, Isabella Moreno",2025-05-15,2025-06-18,,,,,2025-05-15,,,,2025-06-18,US,Country,,
A829,829,"Rels B ""Afrolova""",XYZ,Declined,16000,,1,Steven Campos,,Isabella Moreno,2025-06-17,2025-06-19,,,,,2025-06-17,,,,2025-06-19,"PR, US LATIN, COL",,,
A807,807,"Tokischa ""Celos & Reaction""",Warner Music Latina Inc.,Declined,5000,,,Steven Campos,,camila.parra@influur.com,2025-06-18,2025-06-20,,,,,2025-06-18,,,,2025-06-20,US LATIN,,,
A813,813,"Randy ""Jetski""",XYZ,Declined,2000,,,Steven Campos,,"Isabella Moreno, valentina.semprun@influur.com",2025-06-18,2025-06-20,,,,,2025-06-18,,,,2025-06-20,,,,
A848,848,"Pantera Blue ""TBD"" Track Mexico, LATAM Campaign",Alter K,Declined,5000,,,Justin Nho,,Juan Val,2025-06-23,2025-06-24,,,,,2025-06-19,,,,2025-06-24,LATAM,Jazz,,
A857,857,Boza & Beele - Hasta Abajo,Sony Music Latin,Declined,15000,,,Steven Campos,,Genesis Martinez,2025-06-25,2025-06-25,,,,,2025-06-25,,,,2025-06-25,,,,
A830,830,Duki “Golfista”,XYZ,Declined,3350,,1,Steven Campos,,Isabella Moreno,2025-06-17,2025-06-25,,,,,2025-06-17,,,,2025-06-25,"ARG, LATAM",,,
A831,831,Sound Cloud - XYZ Campaign,XYZ,Declined,635,,,Steven Campos,,Isabella Moreno,2025-06-26,2025-06-26,,,,,2025-06-26,,,,2025-06-26,,,,
A825,825,"Nodal - La que se fué, se fué",Larreyco,Declined,10000,,,Polina Andrieieva,,Juan Val,2025-06-30,2025-06-30,,,,,2025-06-28,,,,2025-06-30,MEX,Regional,,
A824,824,"Sohanny ""Forever True""",Larreyco,Declined,5300,,,Polina Andrieieva,,Juan Val,2025-07-01,2025-07-01,,,,,2025-07-01,,,,2025-07-01,"MEX, US LATIN, RD, ESP",,,
A849,849,Nodal - LQSFSF,Larreyco,Declined,5000,,,Polina Andrieieva,,Juan Val,2025-06-30,2025-07-01,,,,,2025-06-28,,,,2025-07-01,MEX,Regional,,
A823,823,"Hamilton ""Me Perdi""",strat-viz.com,Declined,3000,,,Steven Campos,,Juan Val,2025-07-02,2025-07-02,,,,,2025-07-02,,,,2025-07-02,COL,reggaeton,,
A840,840,"Myke Towers ""Expectativas""",Warner Music Latina Inc.,Declined,10000,,,Steven Campos,,"camila.parra@influur.com, Carolina Anaya",2025-07-01,2025-07-02,,,,,2025-07-01,,,,2025-07-02,,,,
A852,852,"Leo Walters LATAM (MX, BR, COL) Micro Campaign",loudmouthmusic.xyz,Declined,2500,,1,Justin Nho,,"Julius Breyer, Juan Val",2025-07-03,2025-07-08,,,,,2025-06-30,,,,2025-07-08,,,,
A835,835,J ABDIEL,SONAR LLC,Declined,5000,,,Polina Andrieieva,,Juan Val,2025-07-08,2025-07-09,,,,,2025-07-08,,,,2025-07-09,"MEX, COL, PR, CH, ESP",reggaeton,,
A851,851,Cris MJ - Vamo a Bailotear,SONAR LLC,Declined,10000,,,Polina Andrieieva,,Juan Val,2025-07-11,2025-07-11,,,,,2025-07-11,,,,2025-07-11,"MEX, COL, PER, ESP, ARG",reggaeton,,
A838,838,"Codiciado ""Amor Limosnero""",Warner Music Mexico,Declined,8000,,1,Steven Campos,,Genesis Martinez,2025-07-08,2025-07-11,,,,,2025-07-09,,,,2025-07-11,MEX,,,
A841,841,Myke Towers - CDMX Activation,Warner Music Mexico,Declined,5000,,,Steven Campos,,Genesis Martinez,2025-07-08,2025-07-11,,,,,2025-07-09,,,,2025-07-11,MEX,,,
A834,834,"Oye Como Va ""Kastelo""",Kastelo,Declined,3000,,,No asignado,,Juan Val,2025-07-07,2025-07-11,,,,,2025-07-07,,,,2025-07-11,"ESP, MEX, US LATIN",Electronica,,
A878,878,"CRIS MJ ""Vamos a Bailotear""",XYZ,Declined,5600,,,Steven Campos,,Isabella Moreno,2025-07-14,2025-07-14,,,,,2025-07-14,,,,2025-07-14,,,,
A850,850,"Tame Impala ""End of Summer""",Columbia Records,Declined,25000,,1,Justin Nho,,"Juan Val, Julius Breyer",2025-06-27,2025-07-14,,,,,2025-06-27,,,,2025-07-14,"MEX, BRA, US, US LATIN",POP,,
A864,864,Alex Ponce - street interviews,NEON16 LLC,Declined,10000,,,Polina Andrieieva,,Juan Val,2025-07-11,2025-07-15,,,,,2025-07-11,,,,2025-07-15,"MEX, US, ESP",Regional,,
A836,836,"Grupo Frontera, MISTER CHIVO ¿Qué Haces Por Acá?",larreyco,Declined,10000,,1,Polina Andrieieva,,Juan Val,2025-07-09,2025-07-15,,,,,2025-07-09,,,,2025-07-15,MEX,Regional,,
A844,844,Benny Ibarra ( evento cycling),Seitrack,Declined,2000,,,Polina Andrieieva,,Genesis Martinez,2025-07-16,2025-07-16,,,,,2025-07-16,,,,2025-07-16,,,,
A866,866,"Khea ""EP""",XYZ,Declined,8000,,,Steven Campos,,valentina.semprun@influur.com,2025-07-15,2025-07-16,,,,,2025-07-15,,,,2025-07-16,"ARG, CH",,,
A858,858,"Aran One & Gustavo Elis ""Bestie""",,Declined,4000,,,No asignado,,"camila.parra@influur.com, valentina.semprun@influur.com",2025-07-16,2025-07-17,,,,,2025-07-16,,,,2025-07-17,,,,
A853,853,"Bruses ""YUMMi"" MX Campaign",RCA Records,Declined,5000,,,Justin Nho,,Juan Val,2025-07-17,2025-07-18,,,,,2025-07-17,,,,2025-07-18,MEX,,,
A869,869,"Naiza "" No te preocupes por mi""",InPulse Digital LLC,Declined,4100,,,Polina Andrieieva,,valentina.semprun@influur.com,2025-07-17,2025-07-18,,,,,2025-07-17,,,,2025-07-18,"MEX, ESP",,,
A837,837,Danny Ocean - Influencers Miami,Warner Music Mexico,Declined,5500,,,Camila Parra,,camila.parra@influur.com,2025-07-16,2025-07-18,,,,,2025-07-16,,,,2025-07-18,MEX,,,
A843,843,"Elena Rose & Jquiles ""Cosita Linda"" -Art",Warner Music Mexico,Declined,3200,,,Camila Parra,,valentina.semprun@influur.com,2025-07-17,2025-07-22,,,,,2025-07-17,,,,2025-07-22,MEX,,,
A855,855,Rawayana  - NEW ALBUM,Brocoli Records,Declined,15000,,,Polina Andrieieva,,Juan Val,2025-07-23,2025-07-23,,,,,2025-07-23,,,,2025-07-23,LATAM,,,
A867,867,DY - Sonriele,"Hybe Latin America US, Inc.",Declined,30000,,,Polina Andrieieva,,valentina.semprun@influur.com,2025-07-23,2025-07-23,,,,,2025-07-23,,,,2025-07-23,"US LATIN, LATAM",,,
A895,895,"Veigh ""Talvez você precise de mim""",XYZ,Declined,18000,,1,Polina Andrieieva,,"Juan Val, valentina.semprun@influur.com",2025-07-22,2025-07-24,,,,,2025-07-22,,,,2025-07-24,"US, POR, ESP","Urbano, Urbano",,
A862,862,"Myke Towers ""Expectativas""",Warner Regional Latam,Declined,10000,,,Camila Parra,,Juan Val,2025-07-21,2025-07-24,,,,,2025-07-21,,,,2025-07-24,"US, US LATIN",reggaeton,,
A854,854,"Frank Miami & Lirios ""Aceracte"" ( Phase 2)",Carbon Fiber Music,Declined,15000,,,Polina Andrieieva,,Juan Val,2025-07-25,2025-07-25,,,,,2025-07-25,,,,2025-07-25,"COL, US LATIN, MEX, ESP",reggaeton,,
A846,846,Leela James - In-Person Campaign,XYZ,Declined,800,,,Polina Andrieieva,,valentina.semprun@influur.com,2025-07-23,2025-07-25,,,,,2025-07-23,,,,2025-07-25,,,,
A842,842,Ed Sheeran - Always On,Warner Regional Latam,Declined,8000,,,Camila Parra,,Genesis Martinez,2025-07-21,2025-07-25,,,,,2025-07-21,,,,2025-07-25,"MEX, BR",,,
A868,868,DY - Sonriele (Reviewers),"Hybe Latin America US, Inc.",Declined,10000,,,Polina Andrieieva,,Juan Val,2025-07-28,2025-07-28,,,,,2025-07-28,,,,2025-07-28,"LATAM, US LATIN, ESP",reggaeton,,
A861,861,Kei Linch - Stream,Sony Music Entertainment Colombia S.A,Declined,5000,,,Camila Parra,,Genesis Martinez,2025-07-25,2025-07-28,,,,,2025-07-25,,,,2025-07-28,,,,
A860,860,"Myke Towers ""Tengo Celos""",Warner Regional Latam,Declined,10000,,1,Camila Parra,,valentina.semprun@influur.com,2025-07-21,2025-07-28,,,,,2025-07-24,,,,2025-07-28,"US, US LATIN",reggaeton,,
A870,870,Luis R Conriquez - activación camión,Sony Music Mexico,Declined,2000,,,Polina Andrieieva,,Juan Val,2025-07-29,2025-07-30,,,,,2025-07-29,,,,2025-07-30,MEX,Regional,,
A879,879,"Pabllo Vittar & NMIXX ""MEXE"" US & LATAM Campaign",The Orchard,Declined,5000,,,Justin Nho,,valentina.semprun@influur.com,2025-07-30,2025-07-31,,,,,2025-07-29,,,,2025-07-31,,,,
A871,871,"Danny Ocean ""Corazon""",Warner Music Mexico,Declined,8000,,1,Camila Parra,,Genesis Martinez,2025-07-16,2025-07-31,,,,,2025-07-16,,,,2025-07-31,MEX,Urbano,,
A880,880,"Danny Ocean ""Ojala""",Warner Music Mexico,Declined,6000,,1,Camila Parra,,Juan Val,2025-07-16,2025-07-31,,,,,2025-07-16,,,,2025-07-31,MEX,reggaeton,,
A882,882,Ryan Castro “Ba Ba Bad Remix”,XYZ,Declined,6800,,,Polina Andrieieva,,valentina.semprun@influur.com,2025-08-01,2025-08-01,,,,,2025-08-01,,,,2025-08-01,"ESP, ARG, CH",,,
A859,859,"Noreh ""La Guaira"" MX",,Declined,2500,,,No asignado,,valentina.semprun@influur.com,2025-07-31,2025-08-01,,,,,,,,,2025-08-01,MEX,,,
A865,865,"Kanye West Documentary ""US Influencers"" Campaign",AMSI Entertainment,Declined,50000,,,Justin Nho,,"valentina.semprun@influur.com, Kyle Blankenship",2025-07-15,2025-08-04,,,,,2025-07-14,,,,2025-08-04,US,,,
A883,883,Grupo Punto Cero - No pasa nada,EL CREW/Vibe with us,Declined,5000,,,Polina Andrieieva,,Juan Val,2025-08-05,2025-08-05,,,,,2025-08-05,,,,2025-08-05,MEX,Regional,,
A872,872,"Danny Ocean ""Crayola""",Lionfish Entertainment,Declined,20000,,1,Steven Campos,,Genesis Martinez,2025-08-04,2025-08-05,,,,,2025-08-04,,,,2025-08-05,"LATAM, US LATIN",Urbano,,
A892,892,Oscar Maydon - Live content in LA,Rico o Muerto,Declined,10000,,,Polina Andrieieva,,valentina.semprun@influur.com,2025-08-04,2025-08-06,,,,,2025-08-04,,,,2025-08-06,US,,,
A886,886,"Monsieur Periné ""Aguarachate""","5020 Records, Sony Music",Declined,6000,,2,Steven Campos,,Juan Val,2025-07-31,2025-08-06,,,,,2025-07-31,,,,2025-08-06,US LATIN,,,
A881,881,Ryan Castro - Apodo,XYZ,Declined,10000,,,Steven Campos,,valentina.semprun@influur.com,2025-08-07,2025-08-07,,,,,2025-08-07,,,,2025-08-07,,,,
A875,875,"Danny Ocean ""Corazon"" - US Lat & Latam",Lionfish Entertainment,Declined,20000,,,No asignado,,valentina.semprun@influur.com,2025-08-07,2025-08-08,,,,,2025-08-07,,,,2025-08-08,"US LATIN, LATAM",,,
A863,863,Beele - Miami Activation,"5020 Records, Sony Music",Declined,50000,,,Steven Campos,,Genesis Martinez,2025-08-12,2025-08-12,,,,,2025-07-31,,,,2025-08-12,,,,
A887,887,"Bebo Dumont ""Hoy""",XYZ,Declined,2500,,3,Polina Andrieieva,,valentina.semprun@influur.com,2025-07-29,2025-08-12,,,,,2025-07-22,,,,2025-08-12,"COL, PER, MEX",,,
A896,896,"Karol G ""Crazy Horse en Paris"" Social Spread",Interscope Records,Declined,4000,,,Steven Campos,,valentina.semprun@influur.com,2025-08-13,2025-08-14,,,,,2025-08-13,,,,2025-08-14,,,,
A884,884,HQV- Influencers Colombia,,Declined,7000,,,Steven Campos,,valentina.semprun@influur.com,2025-08-15,2025-08-15,,,,,2025-08-15,,,,2025-08-15,"US LATIN, COL",,,
A885,885,"Almas ""Butterflies"" Tiktok",Universal Music Latin,Declined,10000,,,Steven Campos,,valentina.semprun@influur.com,2025-08-14,2025-08-15,,,,,2025-08-14,,,,2025-08-15,,,,
A43,43,Luis R Conriquez “Chula Vente” Phase 2,Sony Music Latam,Declined,25000,,,Steven Campos,Camila Parra,Genesis Martinez,2025-08-20,2025-08-20,,,,,2025-08-20,,,,2025-08-20,,,,
A888,888,Danny Ocean Gira,Warner Regional Latam,Declined,,,,No asignado,,valentina.semprun@influur.com,2025-08-18,2025-08-20,,,,,2025-08-18,,,,2025-08-20,US LATIN,,,
A876,876,"Nickelback ""Rockstar """,XYZ,Declined,5000,,,Steven Campos,,valentina.semprun@influur.com,2025-08-13,2025-08-20,,,,,2025-08-13,,,,2025-08-20,,,,
A44,44,"Fonseca & Manuel Medrano ""Enamorarte mil veces""",Fonseca,Declined,30000,,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-08-20,2025-08-21,,,,,2025-08-20,,,,2025-08-21,,,,
A76,76,"Ghard's track ""Menor Peça""",Supernova Ent.,Declined,7000,,,Polina Andrieieva,Polina Andrieieva,"Juan Val, Julius Breyer",2025-08-20,2025-08-21,,,,,2025-08-20,,,,2025-08-21,BRA,Trap,,
A874,874,Farruko x Delfina Pachecho,Warner Music Latina Inc.,Declined,350,,,No asignado,,Juan Val,2025-08-05,2025-08-22,,,,,2025-08-05,,,,2025-08-22,MEX,reggaeton,,
A48,48,Andres Obregon,Warner Music Mexico,Declined,3500,,,Steven Campos,Camila Parra,Genesis Martinez,2025-08-22,2025-08-25,,,,,2025-08-22,,,,2025-08-25,MX,,,
A909,909,"Zoe Levert ""Cry-Laugh Karaoke"" EP Campaign",Archetype Music,Declined,25000,,,Justin Nho,,valentina.semprun@influur.com,2025-08-26,2025-08-27,,,,,2025-08-25,,,,2025-08-27,US,,,
A899,899,Oscar Maydon Concert - NYC,Sony Music Mexico,Declined,,,,No asignado,,valentina.semprun@influur.com,2025-08-28,2025-08-28,,,,,2025-08-26,,,,2025-08-28,"US LATIN, NYC",,,
A49,49,Danny Feliz & Oscar Ortiz “Y si ya estás con otro”,The Wave Connection LLC,Declined,3000,,,Camila Parra,Camila Parra,valentina.semprun@influur.com,2025-08-29,2025-08-29,,,,,2025-08-29,,,,2025-08-29,US LATIN,,,
A83,83,Cotizaciones de Perfiles XYZ,XYZ,Declined,7000,,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-08-29,2025-08-29,,,,,2025-08-29,,,,2025-08-29,,,,
A70,70,"Rels B ""Tu Vas Sin"" - Italia",XYZ,Declined,6500,,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-02,2025-09-03,,,,,2025-09-02,,,,2025-09-03,ITA,,,
A1086,1086,"Rubio ""Voy Creciendo""",D Music Marketing,Approved,2000,,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-04,2025-09-04,,,,,2025-09-04,,,,,"CH, MEX, ARG, COL",,,
A78,78,Cuco - Sin Un Corazon Phase 2,XYZ,Declined,6700,,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-03,2025-09-04,,,,,2025-09-03,,,,2025-09-04,"MEX, US LATIN",,,
A84,84,"Alex Sensation ""La Depre"" xyz",XYZ,Declined,10000,,1,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-02,2025-09-04,,,,,2025-09-02,,,,2025-09-04,"US LATIN, LATAM",,,
A46,46,Anitta & Neton Vega,Universal Music Latin,Declined,30000,,,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-09-03,2025-09-05,,,,,2025-09-03,,,,2025-09-05,,,,
A50,50,"Manuel Medrano ""Mucho Más Que Ayer""",Warner Music Mexico,Declined,1600,,,Steven Campos,Camila Parra,Genesis Martinez,2025-09-03,2025-09-05,,,,,2025-09-03,,,,2025-09-05,MX,,,
A47,47,"Alex Rose ""La Tercera Ola"" Social Spread + Lyrics",WK Records,Declined,10000,,,Camila Parra,Camila Parra,Genesis Martinez,2025-09-04,2025-09-08,,,,,2025-09-04,,,,2025-09-08,"MX, US LATIN, ARG",Urbano,,
A51,51,Elena Rose - Gira Danny Ocean,Warner Music Mexico,Declined,2000,,,Steven Campos,Camila Parra,camila.parra@influur.com,2025-09-04,2025-09-08,,,,,2025-09-04,,,,2025-09-08,,,,
A77,77,Magna - Les va a doler,"Hybe Latin America US, Inc.",Declined,20000,,2,Steven Campos,Polina Andrieieva,Genesis Martinez,2025-08-21,2025-09-08,,,,,2025-08-21,,,,2025-09-08,"MX, SPAIN, COL",,,
A72,72,Sech / Novio No,XYZ,Declined,5000,16,,Steven Campos,Polina Andrieieva,Juan Val,2025-09-10,2025-09-10,,,,,2025-09-10,,,,2025-09-10,"MEX, US LATIN, SPAIN",Urbano,,
A1083,1083,"Marc Anthony, Wisin - Que Me Quiera Ma",,Approved,9500,,2,Steven Campos,Polina Andrieieva,"Juan Val, valentina.semprun@influur.com",2025-09-09,2025-09-11,,,,,2025-09-09,,,,,,,,
A45,45,Gloria Estefan - Concierto Madrid,"Sony Music Entertainment España, S.L.",Declined,3500,,1,Steven Campos,Camila Parra,"Genesis Martinez, camila.parra@influur.com",2025-09-04,2025-09-11,,,,,2025-09-04,,,,2025-09-11,,,,
A898,898,Perfiles musicos - Spain,"Sony Music Entertainment España, S.L.",Declined,,,1,No asignado,,"Genesis Martinez, camila.parra@influur.com",2025-09-09,2025-09-12,,,,,2025-09-09,,,,2025-09-12,,,,
A907,907,"Mizzy Miles ""HIGH LIFE"" PRT, BR Campaign",Sony Music Portugal,Declined,5000,25,,Justin Nho,,valentina.semprun@influur.com,2025-09-12,2025-09-15,,,,,2025-09-02,,,,2025-09-15,"BRA, POR",,,
A86,86,Laufey - Lover Girl Phase 2,D Music Marketing,Declined,3000,25,,Steven Campos,Polina Andrieieva,Juan Val,2025-09-17,2025-09-17,,,,,2025-09-17,,,,2025-09-17,Mexico,,,
A85,85,Emanuel Lara - Luz,Carbon Fiber Music,Declined,15000,25,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-15,2025-09-17,,,,,2025-09-15,,,,2025-09-17,"US Latin, Colombia, RD, Mexico",,,
A1019,1019,"Nanpa Basico ft. Kapo ""Song""","5020 Records, Sony Music",Approved,5800,25,,Steven Campos,Camila Parra,Juan Val,2025-09-18,2025-09-18,,,,,2025-09-18,,,,,,,,
A93,93,"Esaú Ortiz ""Petacona"" - Phase 2",Sony Music Mexico,Declined,8150,25,,Steven Campos,Polina Andrieieva,Genesis Martinez,2025-09-17,2025-09-18,,,,,2025-09-17,,,,2025-09-18,Mexico,,,
A923,923,Destino - Maquina Del Tiempo,"Hybe Latin America US, Inc.",Declined,0,25,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-17,2025-09-18,,,,,2025-09-17,,,,2025-09-18,"MX, US LATIN",,,
A52,52,"Elena Rose ""Cosita Linda""",Warner Music Mexico,Declined,3800,25,,Steven Campos,Camila Parra,Genesis Martinez,2025-09-19,2025-09-19,,,,,2025-09-19,,,,2025-09-19,MEX,,,
A1085,1085,Rafa Parra - Verano Interminable,"AWAL Recordings America, Inc.",Approved,3000,25,,Polina Andrieieva,Polina Andrieieva,valentina.semprun@influur.com,2025-09-18,2025-09-19,,,,,2025-09-18,,,,,Mexico,,,
A71,71,Clayton & Romário feat. Zé Felipe - Se Eu Te Perdoar,G1 Digital,Declined,8500,25,,Steven Campos,Polina Andrieieva,Juan Val,2025-09-16,2025-09-19,,,,,2025-09-15,,,,2025-09-19,Portugal,Funk,,
A64,64,54D - Fitness Creators,54D,Declined,10000,,1,Steven Campos,Camila Parra,valentina.semprun@influur.com,2025-09-08,2025-09-19,,,,,2025-09-08,,,,2025-09-19,"US LATIN, MX, COL",,,
A53,53,Tokischa - TBC - Social spread,Warner Music Latina Inc.,Declined,7500,25,,Steven Campos,Camila Parra,Genesis Martinez,2025-09-23,2025-09-23,,,,,2025-09-23,,,,2025-09-23,US Latin / US,,,
A56,56,La Cruz “Arequipe”,Warner Music Latina Inc.,Declined,8000,25,,Steven Campos,Camila Parra,Juan Val,2025-09-23,2025-09-23,,,,,2025-09-23,,,,2025-09-23,US Latin,,,
A79,79,EL FANTASMA (CDMX),XYZ,Declined,5000,16,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-22,2025-09-23,,,,,2025-09-22,,,,2025-09-23,Mexico,,,
A73,73,"Alejo ""PUESTOPAKPASE""",Verge Records International Inc.,Declined,5000,25,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-09-24,2025-09-24,,,,,2025-09-24,,,,2025-09-24,Puerto Rico,,,
A900,900,La Cruz “Arequipe” Miami,,Declined,6000,,1,No asignado,,Genesis Martinez,2025-09-23,2025-09-24,,,,,2025-09-23,,,,2025-09-24,,,,
A893,893,"HARDY ""Dog Years"" US Campaign",Big Loud,Declined,5000,25,,Justin Nho,,"Kyle Blankenship, Genesis Martinez",2025-09-22,2025-09-24,,,,,2025-09-22,,,,2025-09-24,US,,,
A905,905,"Pedro Mafama ""IKEA"" PRT, BR Campaign",Sony Music Portugal,Declined,2300,25,,Justin Nho,,Juan Val,2025-09-12,2025-09-24,,,,,2025-09-12,,,,2025-09-24,POR,Bossa,,
A55,55,"Alex Rose - ""La Tercera Ola"" Album",WK Records,Declined,22000,,1,Camila Parra,Camila Parra,Genesis Martinez,2025-09-04,2025-09-24,,,,,2025-09-04,,,,2025-09-24,"MX, US LATIN, ARG",Urbano,,
A80,80,Alex Rose “Innecesario”,XYZ,Declined,4000,16,,Steven Campos,Polina Andrieieva,Genesis Martinez,2025-09-25,2025-09-25,,,,,2025-09-25,,,,2025-09-25,"Mexico, US Latin, Spain, Chile",,,
A87,87,"JKVE ""Her""",D Music Marketing,Declined,1875,25,,Steven Campos,Polina Andrieieva,Juan Val,2025-09-26,2025-09-26,,,,,2025-09-25,,,,2025-09-26,LATAM,,,
A58,58,Gustavo Lima & Luis Fonsi “Vagabundo”,Sony Music Latin,Declined,18500,25,,Steven Campos,Camila Parra,Juan Val,2025-09-23,2025-09-26,,,,,2025-09-22,,,,2025-09-26,"COL, Spain, MX, Arg, Portugal, PE & US Lat",,,
A902,902,"Rels B ""TU VAS SIN"" LATAM",DALE PLAY Records,Declined,10000,25,1,Polina Andrieieva,,valentina.semprun@influur.com,2025-09-22,2025-09-26,,,,,2025-09-22,,,,2025-09-26,Mexico Argentina Colombia  + Spain,,,
A897,897,Duetti - Miami Event,,Declined,1000,,3,No asignado,,Genesis Martinez,2025-09-10,2025-09-26,,,,,2025-09-10,,,,2025-09-26,US LATIN,,,
A901,901,Billie Eilish - Miami Concert,,Declined,,,,No asignado,,valentina.semprun@influur.com,2025-09-29,2025-09-29,,,,,2025-09-29,,,,2025-09-29,,,,
A908,908,"Mishlawi ""Burnin"" PRT, US Campaign",Sony Music Portugal,Declined,2362,25,,Justin Nho,,valentina.semprun@influur.com,2025-09-26,2025-09-29,,,,,2025-09-23,,,,2025-09-29,Portugal,,,
A74,74,"Feid ""Ru Mor"" macros",UNIVERSAL MUSIC COLOMBIA SAS,Declined,3200,25,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-10-01,2025-10-02,,,,,2025-10-01,,,,2025-10-02,Col + Peru or Ecuador,,,
A75,75,"Sebastián Yatra ""Canción Para Regresar"" macros",UNIVERSAL MUSIC COLOMBIA SAS,Declined,4600,25,,Steven Campos,Polina Andrieieva,Juan Val,2025-10-01,2025-10-02,,,,,2025-10-01,,,,2025-10-02,Col + Peru or Ecuador,reggaeton,,
A906,906,"XIV ""MAMA"" France Campaign",Sony Music Portugal,Declined,3500,25,,Justin Nho,,Juan Val,2025-09-23,2025-10-02,,,,,2025-09-23,,,,2025-10-02,France,Urbano,,
A1154,1154,Corrido Onichan - Los Chavos,larreyco.com,Approved,2000,25,,Polina Andrieieva,Polina Andrieieva,Genesis Martinez,2025-10-03,2025-10-03,,,,,2025-10-03,,,,,Mexico,,,
A69,69,"Meta Online Safety Campaign ""LATAM, BR""","Meta Platforms, Inc.",Declined,50000,25,,Steven Campos,Justin Nho,"Julius Breyer, Genesis Martinez",2025-10-03,2025-10-03,,,,,2025-09-29,,,,2025-10-03,,,,
A903,903,"Walk off the Earth ""Where Would I Be"" US & UK Campaign",The Orchard,Declined,5000,25,,Justin Nho,,"Kyle Blankenship, Juan Val, valentina.semprun@influur.com",2025-10-02,2025-10-03,,,,,2025-10-02,,,,2025-10-03,US & UK,,,
A894,894,"Ruel ""Kicking My Feet""",XYZ,Declined,3350,16,,Polina Andrieieva,,valentina.semprun@influur.com,2025-10-01,2025-10-03,,,,,2025-10-02,,,,2025-10-03,US Anglo,,,
A82,82,"Xavi, Gabito Ballesteros ""Cartier""",Interscope Capitol Labels Group,Declined,15000,25,,Steven Campos,Polina Andrieieva,valentina.semprun@influur.com,2025-10-06,2025-10-06,,,,,2025-10-06,,,,2025-10-06,mexico,,,
